,Entry,Organism,EC numbers,Interpro_ids,Org
7,Q6HC16,Bacillus thuringiensis subsp. konkukian (strain 97-27),2.7.7.27,"['InterPro:IPR005835', 'InterPro:IPR005836', 'InterPro:IPR011004', 'InterPro:IPR011831', 'InterPro:IPR023049', 'InterPro:IPR029044']",Bacillus thuringiensis
8,A7GUA0,Bacillus cytotoxicus (strain DSM 22905 / CIP 110041 / 391-98 / NVH 391-98),2.7.7.27,"['InterPro:IPR005835', 'InterPro:IPR005836', 'InterPro:IPR011004', 'InterPro:IPR011831', 'InterPro:IPR023049', 'InterPro:IPR029044']",Bacillus cytotoxicus
0,P18157,Bacillus subtilis (strain 168),2.7.1.30,"['InterPro:IPR000577', 'InterPro:IPR005999', 'InterPro:IPR018483', 'InterPro:IPR018484', 'InterPro:IPR018485', 'InterPro:IPR043129']",Bacillus subtilis
1,P32189,Homo sapiens (Human),2.7.1.30,"['InterPro:IPR000577', 'InterPro:IPR005999', 'InterPro:IPR018483', 'InterPro:IPR018484', 'InterPro:IPR018485', 'InterPro:IPR042018', 'InterPro:IPR043129']",Homo sapiens
2,A7Z2U3,Bacillus velezensis (strain DSM 23117 / BGSC 10A6 / LMG 26770 / FZB42) (Bacillus amyloliquefaciens subsp. plantarum),2.7.1.30,"['InterPro:IPR000577', 'InterPro:IPR005999', 'InterPro:IPR018483', 'InterPro:IPR018484', 'InterPro:IPR018485', 'InterPro:IPR043129']",Bacillus velezensis
3,Q9KDW8,Halalkalibacterium halodurans (strain ATCC BAA-125 / DSM 18197 / FERM 7344 / JCM 9153 / C-125) (Bacillus halodurans),2.7.1.30,"['InterPro:IPR000577', 'InterPro:IPR005999', 'InterPro:IPR018483', 'InterPro:IPR018484', 'InterPro:IPR018485', 'InterPro:IPR043129']",Halalkalibacterium halodurans
4,Q65M11,Bacillus licheniformis (strain ATCC 14580 / DSM 13 / JCM 2505 / CCUG 7422 / NBRC 12200 / NCIMB 9375 / NCTC 10341 / NRRL NRS-1264 / Gibson 46),2.7.1.30,"['InterPro:IPR000577', 'InterPro:IPR005999', 'InterPro:IPR018483', 'InterPro:IPR018484', 'InterPro:IPR018485', 'InterPro:IPR043129']",Bacillus licheniformis
0,Q63060,Rattus norvegicus (Rat),2.7.1.30,"['InterPro:IPR000577', 'InterPro:IPR005999', 'InterPro:IPR018483', 'InterPro:IPR018484', 'InterPro:IPR018485', 'InterPro:IPR042018', 'InterPro:IPR043129']",Rattus norvegicus
0,O08326,Geobacillus stearothermophilus (Bacillus stearothermophilus),2.7.7.27,"['InterPro:IPR005835', 'InterPro:IPR005836', 'InterPro:IPR011004', 'InterPro:IPR011831', 'InterPro:IPR023049', 'InterPro:IPR029044']",Geobacillus stearothermophilus
0,P52784,Canis lupus familiaris (Dog) (Canis familiaris),2.7.1.11,"['InterPro:IPR000023', 'InterPro:IPR009161', 'InterPro:IPR015912', 'InterPro:IPR022953', 'InterPro:IPR035966', 'InterPro:IPR041914']",Canis lupus
0,P22200,Solanum tuberosum (Potato),2.7.1.40,"['InterPro:IPR001697', 'InterPro:IPR011037', 'InterPro:IPR015793', 'InterPro:IPR015795', 'InterPro:IPR015806', 'InterPro:IPR015813', 'InterPro:IPR018209', 'InterPro:IPR036918', 'InterPro:IPR040442']",Solanum tuberosum
0,A1B2P8,Paracoccus denitrificans (strain Pd 1222),3.1.3.11,"['InterPro:IPR000146', 'InterPro:IPR020548', 'InterPro:IPR028343', 'InterPro:IPR033391', 'InterPro:IPR044015']",Paracoccus denitrificans
0,P09199,Ovis aries (Sheep),3.1.3.11,"['InterPro:IPR000146', 'InterPro:IPR020548', 'InterPro:IPR028343', 'InterPro:IPR033391', 'InterPro:IPR044015']",Ovis aries
0,O34529,Bacillus subtilis (strain 168),2.7.1.11,"['InterPro:IPR000023', 'InterPro:IPR012003', 'InterPro:IPR012828', 'InterPro:IPR015912', 'InterPro:IPR022953', 'InterPro:IPR035966']",Bacillus subtilis
1,A7Z7K6,Bacillus velezensis (strain DSM 23117 / BGSC 10A6 / LMG 26770 / FZB42) (Bacillus amyloliquefaciens subsp. plantarum),2.7.1.11,"['InterPro:IPR000023', 'InterPro:IPR012003', 'InterPro:IPR012828', 'InterPro:IPR015912', 'InterPro:IPR022953', 'InterPro:IPR035966']",Bacillus velezensis
2,Q9K843,Halalkalibacterium halodurans (strain ATCC BAA-125 / DSM 18197 / FERM 7344 / JCM 9153 / C-125) (Bacillus halodurans),2.7.1.11,"['InterPro:IPR000023', 'InterPro:IPR012003', 'InterPro:IPR012828', 'InterPro:IPR015912', 'InterPro:IPR022953', 'InterPro:IPR035966']",Halalkalibacterium halodurans
3,Q65G82,Bacillus licheniformis (strain ATCC 14580 / DSM 13 / JCM 2505 / CCUG 7422 / NBRC 12200 / NCIMB 9375 / NCTC 10341 / NRRL NRS-1264 / Gibson 46),2.7.1.11,"['InterPro:IPR000023', 'InterPro:IPR012003', 'InterPro:IPR012828', 'InterPro:IPR015912', 'InterPro:IPR022953', 'InterPro:IPR035966']",Bacillus licheniformis
0,P80581,Emericella nidulans (strain FGSC A4 / ATCC 38163 / CBS 112.46 / NRRL 194 / M139) (Aspergillus nidulans),2.7.1.1,"['InterPro:IPR001312', 'InterPro:IPR019807', 'InterPro:IPR022672', 'InterPro:IPR022673', 'InterPro:IPR043129']",Emericella nidulans
0,O25936,Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori),3.1.3.11,"['InterPro:IPR000146', 'InterPro:IPR023079', 'InterPro:IPR028343', 'InterPro:IPR033391', 'InterPro:IPR044015']",Helicobacter pylori
1,Q9ZJ74,Helicobacter pylori (strain J99 / ATCC 700824) (Campylobacter pylori J99),3.1.3.11,"['InterPro:IPR000146', 'InterPro:IPR023079', 'InterPro:IPR033391', 'InterPro:IPR044015']",Helicobacter pylori
2,B2UVU9,Helicobacter pylori (strain Shi470),3.1.3.11,"['InterPro:IPR000146', 'InterPro:IPR023079', 'InterPro:IPR033391', 'InterPro:IPR044015']",Helicobacter pylori
3,B5Z9G5,Helicobacter pylori (strain G27),3.1.3.11,"['InterPro:IPR000146', 'InterPro:IPR023079', 'InterPro:IPR028343', 'InterPro:IPR033391', 'InterPro:IPR044015']",Helicobacter pylori
4,Q1CR72,Helicobacter pylori (strain HPAG1),3.1.3.11,"['InterPro:IPR000146', 'InterPro:IPR023079', 'InterPro:IPR033391', 'InterPro:IPR044015']",Helicobacter pylori
0,A0A0H3JRU9,Staphylococcus aureus (strain Mu50 / ATCC 700699),6.4.1.1,"['InterPro:IPR000089', 'InterPro:IPR000891', 'InterPro:IPR003379', 'InterPro:IPR005479', 'InterPro:IPR005481', 'InterPro:IPR005482', 'InterPro:IPR005930', 'InterPro:IPR011053', 'InterPro:IPR011054', 'InterPro:IPR011761', 'InterPro:IPR011764', 'InterPro:IPR013785', 'InterPro:IPR016185']",Staphylococcus aureus
1,P11498,Homo sapiens (Human),6.4.1.1,"['InterPro:IPR000089', 'InterPro:IPR000891', 'InterPro:IPR001882', 'InterPro:IPR003379', 'InterPro:IPR005479', 'InterPro:IPR005481', 'InterPro:IPR005482', 'InterPro:IPR005930', 'InterPro:IPR011053', 'InterPro:IPR011054', 'InterPro:IPR011761', 'InterPro:IPR011764', 'InterPro:IPR013785', 'InterPro:IPR016185']",Homo sapiens
0,O26957,Methanothermobacter thermautotrophicus (strain ATCC 29096 / DSM 1053 / JCM 10044 / NBRC 100330 / Delta H) (Methanobacterium thermoautotrophicum),3.1.3.11,"['InterPro:IPR000760', 'InterPro:IPR020550', 'InterPro:IPR020583']",Methanothermobacter thermautotrophicus
0,O26957,Methanothermobacter thermautotrophicus (strain ATCC 29096 / DSM 1053 / JCM 10044 / NBRC 100330 / Delta H) (Methanobacterium thermoautotrophicum),3.1.3.25,"['InterPro:IPR000760', 'InterPro:IPR020550', 'InterPro:IPR020583']",Methanothermobacter thermautotrophicus
0,Q29536,Canis lupus familiaris (Dog) (Canis familiaris),2.7.1.40,"['InterPro:IPR001697', 'InterPro:IPR011037', 'InterPro:IPR015793', 'InterPro:IPR015795', 'InterPro:IPR015806', 'InterPro:IPR015813', 'InterPro:IPR018209', 'InterPro:IPR036918', 'InterPro:IPR040442']",Canis lupus
0,O34154,Enterococcus faecalis (strain ATCC 700802 / V583),2.7.1.30,"['InterPro:IPR000577', 'InterPro:IPR005999', 'InterPro:IPR018483', 'InterPro:IPR018484', 'InterPro:IPR018485', 'InterPro:IPR043129']",Enterococcus faecalis
0,B5XTQ9,Klebsiella pneumoniae (strain 342),2.7.7.27,"['InterPro:IPR005835', 'InterPro:IPR005836', 'InterPro:IPR011004', 'InterPro:IPR011831', 'InterPro:IPR023049', 'InterPro:IPR029044']",Klebsiella pneumoniae
1,A6TF49,Klebsiella pneumoniae subsp. pneumoniae (strain ATCC 700721 / MGH 78578),2.7.7.27,"['InterPro:IPR005835', 'InterPro:IPR005836', 'InterPro:IPR011004', 'InterPro:IPR011831', 'InterPro:IPR023049', 'InterPro:IPR029044']",Klebsiella pneumoniae
0,Q40546,Nicotiana tabacum (Common tobacco),2.7.1.40,"['InterPro:IPR001697', 'InterPro:IPR011037', 'InterPro:IPR015793', 'InterPro:IPR015795', 'InterPro:IPR015806', 'InterPro:IPR015813', 'InterPro:IPR018209', 'InterPro:IPR036918', 'InterPro:IPR040442']",Nicotiana tabacum
1,Q42954,Nicotiana tabacum (Common tobacco),2.7.1.40,"['InterPro:IPR001697', 'InterPro:IPR011037', 'InterPro:IPR015793', 'InterPro:IPR015795', 'InterPro:IPR015806', 'InterPro:IPR015813', 'InterPro:IPR018209', 'InterPro:IPR036918', 'InterPro:IPR040442']",Nicotiana tabacum
2,Q40545,Nicotiana tabacum (Common tobacco),2.7.1.40,"['InterPro:IPR001697', 'InterPro:IPR011037', 'InterPro:IPR015793', 'InterPro:IPR015795', 'InterPro:IPR015806', 'InterPro:IPR015813', 'InterPro:IPR018209', 'InterPro:IPR036918', 'InterPro:IPR040442']",Nicotiana tabacum
0,Q0QF01,Sus scrofa (Pig),1.3.5.1,"['InterPro:IPR003952', 'InterPro:IPR003953', 'InterPro:IPR011281', 'InterPro:IPR014006', 'InterPro:IPR015939', 'InterPro:IPR027477', 'InterPro:IPR030664', 'InterPro:IPR036188', 'InterPro:IPR037099']",Sus scrofa
1,Q007T0,Sus scrofa (Pig),1.3.5.1,"['InterPro:IPR001041', 'InterPro:IPR004489', 'InterPro:IPR006058', 'InterPro:IPR009051', 'InterPro:IPR012675', 'InterPro:IPR017896', 'InterPro:IPR017900', 'InterPro:IPR025192', 'InterPro:IPR036010']",Sus scrofa
0,P14618,Homo sapiens (Human),2.7.1.40,"['InterPro:IPR001697', 'InterPro:IPR011037', 'InterPro:IPR015793', 'InterPro:IPR015795', 'InterPro:IPR015806', 'InterPro:IPR015813', 'InterPro:IPR018209', 'InterPro:IPR036918', 'InterPro:IPR040442']",Homo sapiens
0,P14618,Homo sapiens (Human),2.7.11.1,"['InterPro:IPR001697', 'InterPro:IPR011037', 'InterPro:IPR015793', 'InterPro:IPR015795', 'InterPro:IPR015806', 'InterPro:IPR015813', 'InterPro:IPR018209', 'InterPro:IPR036918', 'InterPro:IPR040442']",Homo sapiens
0,P14618,Homo sapiens (Human),2.7.10.2,"['InterPro:IPR001697', 'InterPro:IPR011037', 'InterPro:IPR015793', 'InterPro:IPR015795', 'InterPro:IPR015806', 'InterPro:IPR015813', 'InterPro:IPR018209', 'InterPro:IPR036918', 'InterPro:IPR040442']",Homo sapiens
1,P30613,Homo sapiens (Human),2.7.1.40,"['InterPro:IPR001697', 'InterPro:IPR011037', 'InterPro:IPR015793', 'InterPro:IPR015795', 'InterPro:IPR015806', 'InterPro:IPR015813', 'InterPro:IPR018209', 'InterPro:IPR036918', 'InterPro:IPR040442']",Homo sapiens
0,P19367,Homo sapiens (Human),2.7.1.1,"['InterPro:IPR001312', 'InterPro:IPR019807', 'InterPro:IPR022672', 'InterPro:IPR022673', 'InterPro:IPR043129']",Homo sapiens
1,P35557,Homo sapiens (Human),2.7.1.1,"['InterPro:IPR001312', 'InterPro:IPR019807', 'InterPro:IPR022672', 'InterPro:IPR022673', 'InterPro:IPR043129']",Homo sapiens
2,P52789,Homo sapiens (Human),2.7.1.1,"['InterPro:IPR001312', 'InterPro:IPR019807', 'InterPro:IPR022672', 'InterPro:IPR022673', 'InterPro:IPR043129']",Homo sapiens
3,P52790,Homo sapiens (Human),2.7.1.1,"['InterPro:IPR001312', 'InterPro:IPR019807', 'InterPro:IPR022672', 'InterPro:IPR022673', 'InterPro:IPR043129']",Homo sapiens
4,Q2TB90,Homo sapiens (Human),2.7.1.1,"['InterPro:IPR001312', 'InterPro:IPR019807', 'InterPro:IPR022672', 'InterPro:IPR022673', 'InterPro:IPR043129']",Homo sapiens
0,Q02499,Geobacillus stearothermophilus (Bacillus stearothermophilus),2.7.1.40,"['InterPro:IPR001697', 'InterPro:IPR008279', 'InterPro:IPR011037', 'InterPro:IPR015793', 'InterPro:IPR015795', 'InterPro:IPR015806', 'InterPro:IPR015813', 'InterPro:IPR018209', 'InterPro:IPR036637', 'InterPro:IPR036918', 'InterPro:IPR040442']",Geobacillus stearothermophilus
0,A0QUX7,Mycolicibacterium smegmatis (strain ATCC 700084 / mc(2)155) (Mycobacterium smegmatis),2.2.1.6,"['InterPro:IPR002912', 'InterPro:IPR004789', 'InterPro:IPR019455', 'InterPro:IPR027271', 'InterPro:IPR039557', 'InterPro:IPR045865']",Mycolicibacterium smegmatis
0,P52415,Synechocystis sp. (strain PCC 6803 / Kazusa),2.7.7.27,"['InterPro:IPR005835', 'InterPro:IPR005836', 'InterPro:IPR011004', 'InterPro:IPR011831', 'InterPro:IPR023049', 'InterPro:IPR029044']",Synechocystis sp.
0,Q8K2B3,Mus musculus (Mouse),1.3.5.1,"['InterPro:IPR003952', 'InterPro:IPR003953', 'InterPro:IPR011281', 'InterPro:IPR014006', 'InterPro:IPR015939', 'InterPro:IPR027477', 'InterPro:IPR030664', 'InterPro:IPR036188', 'InterPro:IPR037099']",Mus musculus
1,Q9CQA3,Mus musculus (Mouse),1.3.5.1,"['InterPro:IPR001041', 'InterPro:IPR004489', 'InterPro:IPR006058', 'InterPro:IPR009051', 'InterPro:IPR012675', 'InterPro:IPR017896', 'InterPro:IPR017900', 'InterPro:IPR025192', 'InterPro:IPR036010']",Mus musculus
0,Q9UTJ7,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast),1.3.5.1,"['InterPro:IPR003952', 'InterPro:IPR003953', 'InterPro:IPR011281', 'InterPro:IPR014006', 'InterPro:IPR015939', 'InterPro:IPR027477', 'InterPro:IPR030664', 'InterPro:IPR036188', 'InterPro:IPR037099']",Schizosaccharomyces pombe
1,P21911,Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast),1.3.5.1,"['InterPro:IPR001041', 'InterPro:IPR004489', 'InterPro:IPR006058', 'InterPro:IPR009051', 'InterPro:IPR012675', 'InterPro:IPR017896', 'InterPro:IPR017900', 'InterPro:IPR025192', 'InterPro:IPR036010']",Schizosaccharomyces pombe
0,Q00711,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),1.3.5.1,"['InterPro:IPR003952', 'InterPro:IPR003953', 'InterPro:IPR011281', 'InterPro:IPR014006', 'InterPro:IPR015939', 'InterPro:IPR027477', 'InterPro:IPR030664', 'InterPro:IPR036188', 'InterPro:IPR037099']",Saccharomyces cerevisiae
1,P47052,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),1.3.5.1,"['InterPro:IPR003952', 'InterPro:IPR003953', 'InterPro:IPR011281', 'InterPro:IPR014006', 'InterPro:IPR015939', 'InterPro:IPR027477', 'InterPro:IPR030664', 'InterPro:IPR036188', 'InterPro:IPR037099']",Saccharomyces cerevisiae
2,P21801,Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast),1.3.5.1,"['InterPro:IPR001041', 'InterPro:IPR004489', 'InterPro:IPR006058', 'InterPro:IPR009051', 'InterPro:IPR012675', 'InterPro:IPR017896', 'InterPro:IPR017900', 'InterPro:IPR025192', 'InterPro:IPR036010']",Saccharomyces cerevisiae
3,Q75CI4,Ashbya gossypii (strain ATCC 10895 / CBS 109.51 / FGSC 9923 / NRRL Y-1056) (Yeast) (Eremothecium gossypii),1.3.5.1,"['InterPro:IPR001041', 'InterPro:IPR004489', 'InterPro:IPR006058', 'InterPro:IPR009051', 'InterPro:IPR012675', 'InterPro:IPR017896', 'InterPro:IPR017900', 'InterPro:IPR025192', 'InterPro:IPR036010']",Ashbya gossypii
0,Q9HGZ0,Aspergillus oryzae (strain ATCC 42149 / RIB 40) (Yellow koji mold),2.7.1.11,"['InterPro:IPR000023', 'InterPro:IPR009161', 'InterPro:IPR015912', 'InterPro:IPR022953', 'InterPro:IPR035966']",Aspergillus oryzae
1,Q9HGZ1,Aspergillus oryzae (strain ATCC 42149 / RIB 40) (Yellow koji mold),2.7.1.11,"['InterPro:IPR000023', 'InterPro:IPR009161', 'InterPro:IPR015912', 'InterPro:IPR022953', 'InterPro:IPR035966']",Aspergillus oryzae
0,Q8Z233,Salmonella typhi,2.7.7.27,"['InterPro:IPR005835', 'InterPro:IPR005836', 'InterPro:IPR011004', 'InterPro:IPR011831', 'InterPro:IPR023049', 'InterPro:IPR029044']",Salmonella typhi
1,B4T868,Salmonella heidelberg (strain SL476),2.7.7.27,"['InterPro:IPR005835', 'InterPro:IPR005836', 'InterPro:IPR011004', 'InterPro:IPR011831', 'InterPro:IPR023049', 'InterPro:IPR029044']",Salmonella heidelberg
2,B5F8Q2,Salmonella agona (strain SL483),2.7.7.27,"['InterPro:IPR005835', 'InterPro:IPR005836', 'InterPro:IPR011004', 'InterPro:IPR011831', 'InterPro:IPR023049', 'InterPro:IPR029044']",Salmonella agona
3,B4TY87,Salmonella schwarzengrund (strain CVM19633),2.7.7.27,"['InterPro:IPR005835', 'InterPro:IPR005836', 'InterPro:IPR011004', 'InterPro:IPR011831', 'InterPro:IPR023049', 'InterPro:IPR029044']",Salmonella schwarzengrund
4,C0Q0L0,Salmonella paratyphi C (strain RKS4594),2.7.7.27,"['InterPro:IPR005835', 'InterPro:IPR005836', 'InterPro:IPR011004', 'InterPro:IPR011831', 'InterPro:IPR023049', 'InterPro:IPR029044']",Salmonella paratyphi
5,B4SVN3,Salmonella newport (strain SL254),2.7.7.27,"['InterPro:IPR005835', 'InterPro:IPR005836', 'InterPro:IPR011004', 'InterPro:IPR011831', 'InterPro:IPR023049', 'InterPro:IPR029044']",Salmonella newport
6,Q57IU0,Salmonella choleraesuis (strain SC-B67),2.7.7.27,"['InterPro:IPR005835', 'InterPro:IPR005836', 'InterPro:IPR011004', 'InterPro:IPR011831', 'InterPro:IPR023049', 'InterPro:IPR029044']",Salmonella choleraesuis
7,A9MTV2,Salmonella paratyphi B (strain ATCC BAA-1250 / SPB7),2.7.7.27,"['InterPro:IPR005835', 'InterPro:IPR005836', 'InterPro:IPR011004', 'InterPro:IPR011831', 'InterPro:IPR023049', 'InterPro:IPR029044']",Salmonella paratyphi
8,A9MMA2,Salmonella arizonae (strain ATCC BAA-731 / CDC346-86 / RSK2980),2.7.7.27,"['InterPro:IPR005835', 'InterPro:IPR005836', 'InterPro:IPR011004', 'InterPro:IPR011831', 'InterPro:IPR023049', 'InterPro:IPR029044']",Salmonella arizonae
9,B5R395,Salmonella enteritidis PT4 (strain P125109),2.7.7.27,"['InterPro:IPR005835', 'InterPro:IPR005836', 'InterPro:IPR011004', 'InterPro:IPR011831', 'InterPro:IPR023049', 'InterPro:IPR029044']",Salmonella enteritidis
10,B5FKF5,Salmonella dublin (strain CT_02021853),2.7.7.27,"['InterPro:IPR005835', 'InterPro:IPR005836', 'InterPro:IPR011004', 'InterPro:IPR011831', 'InterPro:IPR023049', 'InterPro:IPR029044']",Salmonella dublin
11,B5BHI0,Salmonella paratyphi A (strain AKU_12601),2.7.7.27,"['InterPro:IPR005835', 'InterPro:IPR005836', 'InterPro:IPR011004', 'InterPro:IPR011831', 'InterPro:IPR023049', 'InterPro:IPR029044']",Salmonella paratyphi
12,P05415,Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720),2.7.7.27,"['InterPro:IPR005835', 'InterPro:IPR005836', 'InterPro:IPR011004', 'InterPro:IPR011831', 'InterPro:IPR023049', 'InterPro:IPR029044']",Salmonella typhimurium
13,Q5PM08,Salmonella paratyphi A (strain ATCC 9150 / SARB42),2.7.7.27,"['InterPro:IPR005835', 'InterPro:IPR005836', 'InterPro:IPR011004', 'InterPro:IPR011831', 'InterPro:IPR023049', 'InterPro:IPR029044']",Salmonella paratyphi
0,P0DOB6,Lactococcus lactis subsp. lactis (Streptococcus lactis),2.7.1.11,"['InterPro:IPR000023', 'InterPro:IPR012003', 'InterPro:IPR012828', 'InterPro:IPR015912', 'InterPro:IPR022953', 'InterPro:IPR035966']",Lactococcus lactis
1,P0DOB5,Lactococcus lactis subsp. lactis (strain IL1403) (Streptococcus lactis),2.7.1.11,"['InterPro:IPR000023', 'InterPro:IPR012003', 'InterPro:IPR012828', 'InterPro:IPR015912', 'InterPro:IPR022953', 'InterPro:IPR035966']",Lactococcus lactis
2,P0DOB7,Lactococcus lactis subsp. lactis (Streptococcus lactis),2.7.1.11,"['InterPro:IPR000023', 'InterPro:IPR012003', 'InterPro:IPR012828', 'InterPro:IPR015912', 'InterPro:IPR022953', 'InterPro:IPR035966']",Lactococcus lactis
3,Q02YK5,Lactococcus lactis subsp. cremoris (strain SK11),2.7.1.11,"['InterPro:IPR000023', 'InterPro:IPR012003', 'InterPro:IPR012828', 'InterPro:IPR015912', 'InterPro:IPR022953', 'InterPro:IPR035966']",Lactococcus lactis
4,A2RKA2,Lactococcus lactis subsp. cremoris (strain MG1363),2.7.1.11,"['InterPro:IPR000023', 'InterPro:IPR012003', 'InterPro:IPR012828', 'InterPro:IPR015912', 'InterPro:IPR022953', 'InterPro:IPR035966']",Lactococcus lactis
0,P22780,Cereibacter sphaeroides (Rhodobacter sphaeroides),3.1.3.11,"['InterPro:IPR000146', 'InterPro:IPR020548', 'InterPro:IPR028343', 'InterPro:IPR033391', 'InterPro:IPR044015']",Cereibacter sphaeroides
1,P27994,Cereibacter sphaeroides (Rhodobacter sphaeroides),3.1.3.11,"['InterPro:IPR000146', 'InterPro:IPR020548', 'InterPro:IPR028343', 'InterPro:IPR033391', 'InterPro:IPR044015']",Cereibacter sphaeroides
2,A4WW38,Cereibacter sphaeroides (strain ATCC 17025 / ATH 2.4.3) (Rhodobacter sphaeroides),3.1.3.11,"['InterPro:IPR000146', 'InterPro:IPR020548', 'InterPro:IPR028343', 'InterPro:IPR033391', 'InterPro:IPR044015']",Cereibacter sphaeroides
3,A3PRW1,Cereibacter sphaeroides (strain ATCC 17029 / ATH 2.4.9) (Rhodobacter sphaeroides),3.1.3.11,"['InterPro:IPR000146', 'InterPro:IPR020548', 'InterPro:IPR028343', 'InterPro:IPR033391', 'InterPro:IPR044015']",Cereibacter sphaeroides
4,Q3IX60,Cereibacter sphaeroides (strain ATCC 17023 / DSM 158 / JCM 6121 / CCUG 31486 / LMG 2827 / NBRC 12203 / NCIMB 8253 / ATH 2.4.1.) (Rhodobacter sphaeroides),3.1.3.11,"['InterPro:IPR000146', 'InterPro:IPR020548', 'InterPro:IPR028343', 'InterPro:IPR033391', 'InterPro:IPR044015']",Cereibacter sphaeroides
5,Q3IYB9,Cereibacter sphaeroides (strain ATCC 17023 / DSM 158 / JCM 6121 / CCUG 31486 / LMG 2827 / NBRC 12203 / NCIMB 8253 / ATH 2.4.1.) (Rhodobacter sphaeroides),3.1.3.11,"['InterPro:IPR000146', 'InterPro:IPR020548', 'InterPro:IPR028343', 'InterPro:IPR033391', 'InterPro:IPR044015']",Cereibacter sphaeroides
6,A4WZQ4,Cereibacter sphaeroides (strain ATCC 17025 / ATH 2.4.3) (Rhodobacter sphaeroides),3.1.3.11,"['InterPro:IPR000146', 'InterPro:IPR020548', 'InterPro:IPR028343', 'InterPro:IPR033391', 'InterPro:IPR044015']",Cereibacter sphaeroides
7,A3PNY0,Cereibacter sphaeroides (strain ATCC 17029 / ATH 2.4.9) (Rhodobacter sphaeroides),3.1.3.11,"['InterPro:IPR000146', 'InterPro:IPR020548', 'InterPro:IPR028343', 'InterPro:IPR033391', 'InterPro:IPR044015']",Cereibacter sphaeroides
0,Q8Z146,Salmonella typhi,3.1.3.11,"['InterPro:IPR000146', 'InterPro:IPR020548', 'InterPro:IPR028343', 'InterPro:IPR033391', 'InterPro:IPR044015']",Salmonella typhi
1,B4TT57,Salmonella schwarzengrund (strain CVM19633),3.1.3.11,"['InterPro:IPR000146', 'InterPro:IPR020548', 'InterPro:IPR028343', 'InterPro:IPR033391', 'InterPro:IPR044015']",Salmonella schwarzengrund
2,B5F3E2,Salmonella agona (strain SL483),3.1.3.11,"['InterPro:IPR000146', 'InterPro:IPR020548', 'InterPro:IPR028343', 'InterPro:IPR033391', 'InterPro:IPR044015']",Salmonella agona
3,Q57GG7,Salmonella choleraesuis (strain SC-B67),3.1.3.11,"['InterPro:IPR000146', 'InterPro:IPR020548', 'InterPro:IPR028343', 'InterPro:IPR033391', 'InterPro:IPR044015']",Salmonella choleraesuis
4,B4T3H9,Salmonella newport (strain SL254),3.1.3.11,"['InterPro:IPR000146', 'InterPro:IPR020548', 'InterPro:IPR028343', 'InterPro:IPR033391', 'InterPro:IPR044015']",Salmonella newport
5,A9N548,Salmonella paratyphi B (strain ATCC BAA-1250 / SPB7),3.1.3.11,"['InterPro:IPR000146', 'InterPro:IPR020548', 'InterPro:IPR028343', 'InterPro:IPR033391', 'InterPro:IPR044015']",Salmonella paratyphi
6,A9MEY3,Salmonella arizonae (strain ATCC BAA-731 / CDC346-86 / RSK2980),3.1.3.11,"['InterPro:IPR000146', 'InterPro:IPR020548', 'InterPro:IPR028343', 'InterPro:IPR033391', 'InterPro:IPR044015']",Salmonella arizonae
7,Q8ZK67,Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720),3.1.3.11,"['InterPro:IPR000146', 'InterPro:IPR020548', 'InterPro:IPR028343', 'InterPro:IPR033391', 'InterPro:IPR044015']",Salmonella typhimurium
