	Entry	Organism	EC numbers	Interpro_ids
0	P0AG24	Escherichia coli (strain K12)	['EC 2.7.6.5', 'EC 3.1.7.2']	['InterPro:IPR002912', 'InterPro:IPR003607', 'InterPro:IPR004095', 'InterPro:IPR004811', 'InterPro:IPR006674', 'InterPro:IPR007685', 'InterPro:IPR012675', 'InterPro:IPR012676', 'InterPro:IPR033655', 'InterPro:IPR043519', 'InterPro:IPR045600', 'InterPro:IPR045865']
1	P0AG20	Escherichia coli (strain K12)	['EC 2.7.6.5']	['InterPro:IPR002912', 'InterPro:IPR004095', 'InterPro:IPR004811', 'InterPro:IPR006674', 'InterPro:IPR007685', 'InterPro:IPR012675', 'InterPro:IPR012676', 'InterPro:IPR033655', 'InterPro:IPR043519', 'InterPro:IPR045600', 'InterPro:IPR045865']
2	P0AG22	Escherichia coli O157:H7	['EC 2.7.6.5']	['InterPro:IPR002912', 'InterPro:IPR004095', 'InterPro:IPR004811', 'InterPro:IPR006674', 'InterPro:IPR007685', 'InterPro:IPR012675', 'InterPro:IPR012676', 'InterPro:IPR033655', 'InterPro:IPR043519', 'InterPro:IPR045600', 'InterPro:IPR045865']
3	P0AG21	Escherichia coli O6:H1 (strain CFT073 / ATCC 700928 / UPEC)	['EC 2.7.6.5']	['InterPro:IPR002912', 'InterPro:IPR004095', 'InterPro:IPR004811', 'InterPro:IPR006674', 'InterPro:IPR007685', 'InterPro:IPR012675', 'InterPro:IPR012676', 'InterPro:IPR033655', 'InterPro:IPR043519', 'InterPro:IPR045600', 'InterPro:IPR045865']
4	P0AG23	Shigella flexneri	['EC 2.7.6.5']	['InterPro:IPR002912', 'InterPro:IPR004095', 'InterPro:IPR004811', 'InterPro:IPR006674', 'InterPro:IPR007685', 'InterPro:IPR012675', 'InterPro:IPR012676', 'InterPro:IPR033655', 'InterPro:IPR043519', 'InterPro:IPR045600', 'InterPro:IPR045865']
0	P09148	Escherichia coli (strain K12)	['EC 2.7.7.12']	['InterPro:IPR001937', 'InterPro:IPR005849', 'InterPro:IPR005850', 'InterPro:IPR019779', 'InterPro:IPR036265']
0	P07902	Homo sapiens (Human)	['EC 2.7.7.12']	['InterPro:IPR001937', 'InterPro:IPR005849', 'InterPro:IPR005850', 'InterPro:IPR019779', 'InterPro:IPR036265']
0	P19836	Rattus norvegicus (Rat)	['EC 2.7.7.15']	['InterPro:IPR004821', 'InterPro:IPR014729', 'InterPro:IPR041723', 'InterPro:IPR045049']
1	Q9QZC4	Rattus norvegicus (Rat)	['EC 2.7.7.15']	['InterPro:IPR004821', 'InterPro:IPR014729', 'InterPro:IPR041723', 'InterPro:IPR045049']
0	P0ABF1	Escherichia coli (strain K12)	['EC 2.7.7.19']	['InterPro:IPR002646', 'InterPro:IPR010206', 'InterPro:IPR025866', 'InterPro:IPR032828', 'InterPro:IPR043519']
1	P0ABF3	Escherichia coli O157:H7	['EC 2.7.7.19']	['InterPro:IPR002646', 'InterPro:IPR010206', 'InterPro:IPR025866', 'InterPro:IPR032828', 'InterPro:IPR043519']
2	P0ABF2	Escherichia coli O6:H1 (strain CFT073 / ATCC 700928 / UPEC)	['EC 2.7.7.19']	['InterPro:IPR002646', 'InterPro:IPR010206', 'InterPro:IPR025866', 'InterPro:IPR032828', 'InterPro:IPR043519']
0	Q58579	Methanocaldococcus jannaschii (strain ATCC 43067 / DSM 2661 / JAL-1 / JCM 10045 / NBRC 100440) (Methanococcus jannaschii)	['EC 2.7.7.2']	['InterPro:IPR004821', 'InterPro:IPR014729', 'InterPro:IPR024902']
0	Q8NFF5	Homo sapiens (Human)	['EC 2.7.7.2']	['InterPro:IPR001453', 'InterPro:IPR002500', 'InterPro:IPR012183', 'InterPro:IPR014729', 'InterPro:IPR036425']
0	Q8Z233	Salmonella typhi	['EC 2.7.7.27']	['InterPro:IPR005835', 'InterPro:IPR005836', 'InterPro:IPR011004', 'InterPro:IPR011831', 'InterPro:IPR023049', 'InterPro:IPR029044']
1	B4T868	Salmonella heidelberg (strain SL476)	['EC 2.7.7.27']	['InterPro:IPR005835', 'InterPro:IPR005836', 'InterPro:IPR011004', 'InterPro:IPR011831', 'InterPro:IPR023049', 'InterPro:IPR029044']
2	B5F8Q2	Salmonella agona (strain SL483)	['EC 2.7.7.27']	['InterPro:IPR005835', 'InterPro:IPR005836', 'InterPro:IPR011004', 'InterPro:IPR011831', 'InterPro:IPR023049', 'InterPro:IPR029044']
3	B4TY87	Salmonella schwarzengrund (strain CVM19633)	['EC 2.7.7.27']	['InterPro:IPR005835', 'InterPro:IPR005836', 'InterPro:IPR011004', 'InterPro:IPR011831', 'InterPro:IPR023049', 'InterPro:IPR029044']
4	C0Q0L0	Salmonella paratyphi C (strain RKS4594)	['EC 2.7.7.27']	['InterPro:IPR005835', 'InterPro:IPR005836', 'InterPro:IPR011004', 'InterPro:IPR011831', 'InterPro:IPR023049', 'InterPro:IPR029044']
5	B4SVN3	Salmonella newport (strain SL254)	['EC 2.7.7.27']	['InterPro:IPR005835', 'InterPro:IPR005836', 'InterPro:IPR011004', 'InterPro:IPR011831', 'InterPro:IPR023049', 'InterPro:IPR029044']
6	Q57IU0	Salmonella choleraesuis (strain SC-B67)	['EC 2.7.7.27']	['InterPro:IPR005835', 'InterPro:IPR005836', 'InterPro:IPR011004', 'InterPro:IPR011831', 'InterPro:IPR023049', 'InterPro:IPR029044']
7	A9MTV2	Salmonella paratyphi B (strain ATCC BAA-1250 / SPB7)	['EC 2.7.7.27']	['InterPro:IPR005835', 'InterPro:IPR005836', 'InterPro:IPR011004', 'InterPro:IPR011831', 'InterPro:IPR023049', 'InterPro:IPR029044']
8	A9MMA2	Salmonella arizonae (strain ATCC BAA-731 / CDC346-86 / RSK2980)	['EC 2.7.7.27']	['InterPro:IPR005835', 'InterPro:IPR005836', 'InterPro:IPR011004', 'InterPro:IPR011831', 'InterPro:IPR023049', 'InterPro:IPR029044']
9	B5R395	Salmonella enteritidis PT4 (strain P125109)	['EC 2.7.7.27']	['InterPro:IPR005835', 'InterPro:IPR005836', 'InterPro:IPR011004', 'InterPro:IPR011831', 'InterPro:IPR023049', 'InterPro:IPR029044']
0	P55235	Spinacia oleracea (Spinach)	['EC 2.7.7.27']	[]
1	P55236	Spinacia oleracea (Spinach)	['EC 2.7.7.27']	[]
0	P23509	Solanum tuberosum (Potato)	['EC 2.7.7.27']	['InterPro:IPR005835', 'InterPro:IPR005836', 'InterPro:IPR011004', 'InterPro:IPR011831', 'InterPro:IPR029044']
1	P55243	Solanum tuberosum (Potato)	['EC 2.7.7.27']	['InterPro:IPR005835', 'InterPro:IPR005836', 'InterPro:IPR011004', 'InterPro:IPR011831', 'InterPro:IPR029044']
2	P55242	Solanum tuberosum (Potato)	['EC 2.7.7.27']	['InterPro:IPR005835', 'InterPro:IPR005836', 'InterPro:IPR011004', 'InterPro:IPR011831', 'InterPro:IPR029044']
3	Q00081	Solanum tuberosum (Potato)	['EC 2.7.7.27']	['InterPro:IPR005835', 'InterPro:IPR005836', 'InterPro:IPR011004', 'InterPro:IPR011831', 'InterPro:IPR029044']
0	P52415	Synechocystis sp. (strain PCC 6803 / Kazusa)	['EC 2.7.7.27']	['InterPro:IPR005835', 'InterPro:IPR005836', 'InterPro:IPR011004', 'InterPro:IPR011831', 'InterPro:IPR023049', 'InterPro:IPR029044']
0	P55241	Zea mays (Maize)	['EC 2.7.7.27']	['InterPro:IPR005835', 'InterPro:IPR005836', 'InterPro:IPR011004', 'InterPro:IPR011831', 'InterPro:IPR029044']
1	P55240	Zea mays (Maize)	['EC 2.7.7.27']	['InterPro:IPR011004', 'InterPro:IPR011831']
2	P55234	Zea mays (Maize)	['EC 2.7.7.27']	['InterPro:IPR005835', 'InterPro:IPR005836', 'InterPro:IPR011004', 'InterPro:IPR011831', 'InterPro:IPR029044']
0	P39669	Rhizobium radiobacter (Agrobacterium tumefaciens) (Agrobacterium radiobacter)	['EC 2.7.7.27']	['InterPro:IPR005835', 'InterPro:IPR005836', 'InterPro:IPR011004', 'InterPro:IPR011831', 'InterPro:IPR023049', 'InterPro:IPR029044']
1	Q8U8L5	Agrobacterium fabrum (strain C58 / ATCC 33970) (Agrobacterium tumefaciens (strain C58))	['EC 2.7.7.27']	['InterPro:IPR005835', 'InterPro:IPR005836', 'InterPro:IPR011004', 'InterPro:IPR011831', 'InterPro:IPR023049', 'InterPro:IPR029044']
2	B9JAA3	Agrobacterium radiobacter (strain K84 / ATCC BAA-868)	['EC 2.7.7.27']	['InterPro:IPR005835', 'InterPro:IPR005836', 'InterPro:IPR011004', 'InterPro:IPR011831', 'InterPro:IPR023049', 'InterPro:IPR029044']
0	P55233	Beta vulgaris (Sugar beet)	['EC 2.7.7.27']	['InterPro:IPR005835', 'InterPro:IPR005836', 'InterPro:IPR011004', 'InterPro:IPR011831', 'InterPro:IPR029044']
1	P55232	Beta vulgaris (Sugar beet)	['EC 2.7.7.27']	['InterPro:IPR005835', 'InterPro:IPR005836', 'InterPro:IPR011004', 'InterPro:IPR011831', 'InterPro:IPR029044']
0	A4WRM1	Cereibacter sphaeroides (strain ATCC 17025 / ATH 2.4.3) (Rhodobacter sphaeroides)	['EC 2.7.7.27']	['InterPro:IPR005835', 'InterPro:IPR005836', 'InterPro:IPR011004', 'InterPro:IPR011831', 'InterPro:IPR023049', 'InterPro:IPR029044']
1	A3PJX6	Cereibacter sphaeroides (strain ATCC 17029 / ATH 2.4.9) (Rhodobacter sphaeroides)	['EC 2.7.7.27']	['InterPro:IPR005835', 'InterPro:IPR005836', 'InterPro:IPR011004', 'InterPro:IPR011831', 'InterPro:IPR023049', 'InterPro:IPR029044']
2	Q9RNH7	Cereibacter sphaeroides (strain ATCC 17023 / DSM 158 / JCM 6121 / CCUG 31486 / LMG 2827 / NBRC 12203 / NCIMB 8253 / ATH 2.4.1.) (Rhodobacter sphaeroides)	['EC 2.7.7.27']	['InterPro:IPR005835', 'InterPro:IPR005836', 'InterPro:IPR011004', 'InterPro:IPR011831', 'InterPro:IPR023049', 'InterPro:IPR029044']
0	P0A6V1	Escherichia coli (strain K12)	['EC 2.7.7.27']	['InterPro:IPR005835', 'InterPro:IPR005836', 'InterPro:IPR011004', 'InterPro:IPR011831', 'InterPro:IPR023049', 'InterPro:IPR029044']
1	B6I2Z6	Escherichia coli (strain SE11)	['EC 2.7.7.27']	['InterPro:IPR005835', 'InterPro:IPR005836', 'InterPro:IPR011004', 'InterPro:IPR011831', 'InterPro:IPR023049', 'InterPro:IPR029044']
2	P0A6V3	Escherichia coli O157:H7	['EC 2.7.7.27']	['InterPro:IPR005835', 'InterPro:IPR005836', 'InterPro:IPR011004', 'InterPro:IPR011831', 'InterPro:IPR023049', 'InterPro:IPR029044']
3	B1X775	Escherichia coli (strain K12 / DH10B)	['EC 2.7.7.27']	['InterPro:IPR005835', 'InterPro:IPR005836', 'InterPro:IPR011004', 'InterPro:IPR011831', 'InterPro:IPR023049', 'InterPro:IPR029044']
4	B7L4W0	Escherichia coli (strain 55989 / EAEC)	['EC 2.7.7.27']	['InterPro:IPR005835', 'InterPro:IPR005836', 'InterPro:IPR011004', 'InterPro:IPR011831', 'InterPro:IPR023049', 'InterPro:IPR029044']
5	B7M2J3	Escherichia coli O8 (strain IAI1)	['EC 2.7.7.27']	['InterPro:IPR005835', 'InterPro:IPR005836', 'InterPro:IPR011004', 'InterPro:IPR011831', 'InterPro:IPR023049', 'InterPro:IPR029044']
6	B7N1M2	Escherichia coli O81 (strain ED1a)	['EC 2.7.7.27']	['InterPro:IPR005835', 'InterPro:IPR005836', 'InterPro:IPR011004', 'InterPro:IPR011831', 'InterPro:IPR023049', 'InterPro:IPR029044']
7	Q1R5J6	Escherichia coli (strain UTI89 / UPEC)	['EC 2.7.7.27']	['InterPro:IPR005835', 'InterPro:IPR005836', 'InterPro:IPR011004', 'InterPro:IPR011831', 'InterPro:IPR023049', 'InterPro:IPR029044']
8	C4ZVY0	Escherichia coli (strain K12 / MC4100 / BW2952)	['EC 2.7.7.27']	['InterPro:IPR005835', 'InterPro:IPR005836', 'InterPro:IPR011004', 'InterPro:IPR011831', 'InterPro:IPR023049', 'InterPro:IPR029044']
9	A8A5P0	Escherichia coli O9:H4 (strain HS)	['EC 2.7.7.27']	['InterPro:IPR005835', 'InterPro:IPR005836', 'InterPro:IPR011004', 'InterPro:IPR011831', 'InterPro:IPR023049', 'InterPro:IPR029044']
0	P55238	Hordeum vulgare (Barley)	['EC 2.7.7.27']	['InterPro:IPR005835', 'InterPro:IPR005836', 'InterPro:IPR011004', 'InterPro:IPR011831', 'InterPro:IPR029044']
1	P30524	Hordeum vulgare (Barley)	['EC 2.7.7.27']	['InterPro:IPR005835', 'InterPro:IPR005836', 'InterPro:IPR011004', 'InterPro:IPR011831', 'InterPro:IPR029044']
2	P55239	Hordeum vulgare (Barley)	['EC 2.7.7.27']	['InterPro:IPR005835', 'InterPro:IPR005836', 'InterPro:IPR011831', 'InterPro:IPR029044']
0	A0R2E1	Mycolicibacterium smegmatis (strain ATCC 700084 / mc(2)155) (Mycobacterium smegmatis)	['EC 2.7.7.27']	['InterPro:IPR005835', 'InterPro:IPR005836', 'InterPro:IPR011004', 'InterPro:IPR011831', 'InterPro:IPR023049', 'InterPro:IPR029044']
0	P15280	Oryza sativa subsp. japonica (Rice)	['EC 2.7.7.27']	['InterPro:IPR005835', 'InterPro:IPR005836', 'InterPro:IPR011004', 'InterPro:IPR011831', 'InterPro:IPR029044']
1	Q7G065	Oryza sativa subsp. japonica (Rice)	['EC 2.7.7.27']	['InterPro:IPR005835', 'InterPro:IPR005836', 'InterPro:IPR011004', 'InterPro:IPR011831', 'InterPro:IPR029044']
2	Q0D7I3	Oryza sativa subsp. japonica (Rice)	['EC 2.7.7.27']	['InterPro:IPR005835', 'InterPro:IPR005836', 'InterPro:IPR011004', 'InterPro:IPR011831', 'InterPro:IPR029044']
3	Q688T8	Oryza sativa subsp. japonica (Rice)	['EC 2.7.7.27']	['InterPro:IPR005835', 'InterPro:IPR005836', 'InterPro:IPR011004', 'InterPro:IPR011831', 'InterPro:IPR029044']
4	Q69T99	Oryza sativa subsp. japonica (Rice)	['EC 2.7.7.27']	['InterPro:IPR005835', 'InterPro:IPR005836', 'InterPro:IPR011004', 'InterPro:IPR011831', 'InterPro:IPR029044']
5	Q6AVT2	Oryza sativa subsp. japonica (Rice)	['EC 2.7.7.27']	['InterPro:IPR005835', 'InterPro:IPR005836', 'InterPro:IPR011004', 'InterPro:IPR011831', 'InterPro:IPR029044']
0	Q9ZFN4	Rhodospirillum rubrum	['EC 2.7.7.27']	['InterPro:IPR005835', 'InterPro:IPR005836', 'InterPro:IPR011004', 'InterPro:IPR011831', 'InterPro:IPR023049', 'InterPro:IPR029044']
1	Q2RS49	Rhodospirillum rubrum (strain ATCC 11170 / ATH 1.1.1 / DSM 467 / LMG 4362 / NCIMB 8255 / S1)	['EC 2.7.7.27']	['InterPro:IPR005835', 'InterPro:IPR005836', 'InterPro:IPR011004', 'InterPro:IPR011831', 'InterPro:IPR023049', 'InterPro:IPR029044']
0	Q42882	Solanum lycopersicum (Tomato) (Lycopersicon esculentum)	['EC 2.7.7.27']	['InterPro:IPR005835', 'InterPro:IPR005836', 'InterPro:IPR011004', 'InterPro:IPR011831', 'InterPro:IPR029044']
0	P30523	Triticum aestivum (Wheat)	['EC 2.7.7.27']	['InterPro:IPR005835', 'InterPro:IPR005836', 'InterPro:IPR011004', 'InterPro:IPR011831', 'InterPro:IPR029044']
1	P12300	Triticum aestivum (Wheat)	['EC 2.7.7.27']	['InterPro:IPR005835', 'InterPro:IPR005836', 'InterPro:IPR011004', 'InterPro:IPR011831', 'InterPro:IPR029044']
2	P12299	Triticum aestivum (Wheat)	['EC 2.7.7.27']	['InterPro:IPR005835', 'InterPro:IPR005836', 'InterPro:IPR011004', 'InterPro:IPR011831', 'InterPro:IPR029044']
3	P12298	Triticum aestivum (Wheat)	['EC 2.7.7.27']	['InterPro:IPR005835', 'InterPro:IPR005836', 'InterPro:IPR011004', 'InterPro:IPR011831', 'InterPro:IPR029044']
0	B5XTQ9	Klebsiella pneumoniae (strain 342)	['EC 2.7.7.27']	['InterPro:IPR005835', 'InterPro:IPR005836', 'InterPro:IPR011004', 'InterPro:IPR011831', 'InterPro:IPR023049', 'InterPro:IPR029044']
1	A6TF49	Klebsiella pneumoniae subsp. pneumoniae (strain ATCC 700721 / MGH 78578)	['EC 2.7.7.27']	['InterPro:IPR005835', 'InterPro:IPR005836', 'InterPro:IPR011004', 'InterPro:IPR011831', 'InterPro:IPR023049', 'InterPro:IPR029044']
0	P55229	Arabidopsis thaliana (Mouse-ear cress)	['EC 2.7.7.27']	['InterPro:IPR005835', 'InterPro:IPR005836', 'InterPro:IPR011004', 'InterPro:IPR011831', 'InterPro:IPR029044']
1	P55228	Arabidopsis thaliana (Mouse-ear cress)	['EC 2.7.7.27']	['InterPro:IPR005835', 'InterPro:IPR005836', 'InterPro:IPR011004', 'InterPro:IPR011831', 'InterPro:IPR029044']
2	P55230	Arabidopsis thaliana (Mouse-ear cress)	['EC 2.7.7.27']	['InterPro:IPR005835', 'InterPro:IPR005836', 'InterPro:IPR011004', 'InterPro:IPR011831', 'InterPro:IPR029044']
3	Q9SIK1	Arabidopsis thaliana (Mouse-ear cress)	['EC 2.7.7.27']	['InterPro:IPR005835', 'InterPro:IPR005836', 'InterPro:IPR011004', 'InterPro:IPR011831', 'InterPro:IPR029044']
4	P55231	Arabidopsis thaliana (Mouse-ear cress)	['EC 2.7.7.27']	['InterPro:IPR005835', 'InterPro:IPR005836', 'InterPro:IPR011004', 'InterPro:IPR011831', 'InterPro:IPR029044']
0	Q8DT53	Streptococcus mutans serotype c (strain ATCC 700610 / UA159)	['EC 2.7.7.27']	['InterPro:IPR005835', 'InterPro:IPR005836', 'InterPro:IPR011004', 'InterPro:IPR011831', 'InterPro:IPR023049', 'InterPro:IPR029044']
0	P04951	Escherichia coli (strain K12)	['EC 2.7.7.38']	['InterPro:IPR003329', 'InterPro:IPR004528', 'InterPro:IPR029044']
1	P42215	Escherichia coli	['EC 2.7.7.38']	['InterPro:IPR003329', 'InterPro:IPR029044']
2	P42216	Escherichia coli	['EC 2.7.7.38']	['InterPro:IPR003329', 'InterPro:IPR004528', 'InterPro:IPR029044']
3	Q8XDG6	Escherichia coli O157:H7	['EC 2.7.7.38']	['InterPro:IPR003329', 'InterPro:IPR004528', 'InterPro:IPR029044']
4	Q8FJA9	Escherichia coli O6:H1 (strain CFT073 / ATCC 700928 / UPEC)	['EC 2.7.7.38']	['InterPro:IPR003329', 'InterPro:IPR004528', 'InterPro:IPR029044']
5	B6I8Z0	Escherichia coli (strain SE11)	['EC 2.7.7.38']	['InterPro:IPR003329', 'InterPro:IPR004528', 'InterPro:IPR029044']
6	B1X8M2	Escherichia coli (strain K12 / DH10B)	['EC 2.7.7.38']	['InterPro:IPR003329', 'InterPro:IPR004528', 'InterPro:IPR029044']
7	B7LE16	Escherichia coli (strain 55989 / EAEC)	['EC 2.7.7.38']	['InterPro:IPR003329', 'InterPro:IPR004528', 'InterPro:IPR029044']
8	B7M847	Escherichia coli O8 (strain IAI1)	['EC 2.7.7.38']	['InterPro:IPR003329', 'InterPro:IPR004528', 'InterPro:IPR029044']
9	C4ZQ44	Escherichia coli (strain K12 / MC4100 / BW2952)	['EC 2.7.7.38']	['InterPro:IPR003329', 'InterPro:IPR004528', 'InterPro:IPR029044']
0	P0ABG1	Escherichia coli (strain K12)	['EC 2.7.7.41']	['InterPro:IPR000374']
1	P0ABG2	Escherichia coli O157:H7	['EC 2.7.7.41']	['InterPro:IPR000374']
2	P0ABG3	Shigella flexneri	['EC 2.7.7.41']	['InterPro:IPR000374']
0	O35052	Rattus norvegicus (Rat)	['EC 2.7.7.41']	['InterPro:IPR000374', 'InterPro:IPR016720']
1	Q91XU8	Rattus norvegicus (Rat)	['EC 2.7.7.41']	['InterPro:IPR000374', 'InterPro:IPR016720']
2	D3ZKT0	Rattus norvegicus (Rat)	['EC 2.7.7.41']	['InterPro:IPR015222']
0	O95674	Homo sapiens (Human)	['EC 2.7.7.41']	['InterPro:IPR000374', 'InterPro:IPR016720']
1	Q92903	Homo sapiens (Human)	['EC 2.7.7.41']	['InterPro:IPR000374', 'InterPro:IPR016720']
2	Q96BW9	Homo sapiens (Human)	['EC 2.7.7.41']	['InterPro:IPR015222']
0	P30870	Escherichia coli (strain K12)	['EC 2.7.7.89', 'EC 2.7.7.42']	['InterPro:IPR005190', 'InterPro:IPR013546', 'InterPro:IPR023057', 'InterPro:IPR043519']
1	B6I424	Escherichia coli (strain SE11)	['EC 2.7.7.89', 'EC 2.7.7.42']	['InterPro:IPR005190', 'InterPro:IPR013546', 'InterPro:IPR023057', 'InterPro:IPR043519']
2	Q8XBM3	Escherichia coli O157:H7	['EC 2.7.7.89', 'EC 2.7.7.42']	['InterPro:IPR005190', 'InterPro:IPR013546', 'InterPro:IPR023057', 'InterPro:IPR043519']
3	B1XG58	Escherichia coli (strain K12 / DH10B)	['EC 2.7.7.89', 'EC 2.7.7.42']	['InterPro:IPR005190', 'InterPro:IPR013546', 'InterPro:IPR023057', 'InterPro:IPR043519']
4	B7LZK2	Escherichia coli O8 (strain IAI1)	['EC 2.7.7.89', 'EC 2.7.7.42']	['InterPro:IPR005190', 'InterPro:IPR013546', 'InterPro:IPR023057', 'InterPro:IPR043519']
5	B7N0K2	Escherichia coli O81 (strain ED1a)	['EC 2.7.7.89', 'EC 2.7.7.42']	['InterPro:IPR005190', 'InterPro:IPR013546', 'InterPro:IPR023057', 'InterPro:IPR043519']
6	C4ZQX0	Escherichia coli (strain K12 / MC4100 / BW2952)	['EC 2.7.7.89', 'EC 2.7.7.42']	['InterPro:IPR005190', 'InterPro:IPR013546', 'InterPro:IPR023057', 'InterPro:IPR043519']
7	A8A4K7	Escherichia coli O9:H4 (strain HS)	['EC 2.7.7.89', 'EC 2.7.7.42']	['InterPro:IPR005190', 'InterPro:IPR013546', 'InterPro:IPR023057', 'InterPro:IPR043519']
8	B5YR92	Escherichia coli O157:H7 (strain EC4115 / EHEC)	['EC 2.7.7.89', 'EC 2.7.7.42']	['InterPro:IPR005190', 'InterPro:IPR013546', 'InterPro:IPR023057', 'InterPro:IPR043519']
9	B7NJR6	Escherichia coli O7:K1 (strain IAI39 / ExPEC)	['EC 2.7.7.89', 'EC 2.7.7.42']	['InterPro:IPR005190', 'InterPro:IPR013546', 'InterPro:IPR023057', 'InterPro:IPR043519']
0	Q88QZ4	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	['EC 2.7.7.89', 'EC 2.7.7.42']	['InterPro:IPR005190', 'InterPro:IPR013546', 'InterPro:IPR023057', 'InterPro:IPR043519']
0	Q8Z3N1	Salmonella typhi	['EC 2.7.7.89', 'EC 2.7.7.42']	['InterPro:IPR005190', 'InterPro:IPR013546', 'InterPro:IPR023057', 'InterPro:IPR043519']
1	B4TI52	Salmonella heidelberg (strain SL476)	['EC 2.7.7.89', 'EC 2.7.7.42']	['InterPro:IPR005190', 'InterPro:IPR013546', 'InterPro:IPR023057', 'InterPro:IPR043519']
2	B4TVT5	Salmonella schwarzengrund (strain CVM19633)	['EC 2.7.7.89', 'EC 2.7.7.42']	['InterPro:IPR005190', 'InterPro:IPR013546', 'InterPro:IPR023057', 'InterPro:IPR043519']
3	B5F697	Salmonella agona (strain SL483)	['EC 2.7.7.89', 'EC 2.7.7.42']	['InterPro:IPR005190', 'InterPro:IPR013546', 'InterPro:IPR023057', 'InterPro:IPR043519']
4	C0PYX4	Salmonella paratyphi C (strain RKS4594)	['EC 2.7.7.89', 'EC 2.7.7.42']	['InterPro:IPR005190', 'InterPro:IPR013546', 'InterPro:IPR023057', 'InterPro:IPR043519']
5	B4T671	Salmonella newport (strain SL254)	['EC 2.7.7.89', 'EC 2.7.7.42']	['InterPro:IPR005190', 'InterPro:IPR013546', 'InterPro:IPR023057', 'InterPro:IPR043519']
6	Q57JQ8	Salmonella choleraesuis (strain SC-B67)	['EC 2.7.7.89', 'EC 2.7.7.42']	['InterPro:IPR005190', 'InterPro:IPR013546', 'InterPro:IPR023057', 'InterPro:IPR043519']
7	A9N5X9	Salmonella paratyphi B (strain ATCC BAA-1250 / SPB7)	['EC 2.7.7.89', 'EC 2.7.7.42']	['InterPro:IPR005190', 'InterPro:IPR013546', 'InterPro:IPR023057', 'InterPro:IPR043519']
8	A9MPW2	Salmonella arizonae (strain ATCC BAA-731 / CDC346-86 / RSK2980)	['EC 2.7.7.89', 'EC 2.7.7.42']	['InterPro:IPR005190', 'InterPro:IPR013546', 'InterPro:IPR023057', 'InterPro:IPR043519']
9	B5QZ37	Salmonella enteritidis PT4 (strain P125109)	['EC 2.7.7.89', 'EC 2.7.7.42']	['InterPro:IPR005190', 'InterPro:IPR013546', 'InterPro:IPR023057', 'InterPro:IPR043519']
0	O70372	Mus musculus (Mouse)	['EC 2.7.7.49']	['InterPro:IPR000477', 'InterPro:IPR003545', 'InterPro:IPR021891', 'InterPro:IPR043502']
1	P11369	Mus musculus (Mouse)	['EC 2.7.7.49); Endonuclease', 'EC 3.1.21.-)]']	['InterPro:IPR000477', 'InterPro:IPR005135', 'InterPro:IPR013544', 'InterPro:IPR036691', 'InterPro:IPR043502']
2	P11283	Mouse mammary tumor virus (strain C3H) (MMTV)	['EC 3.6.1.23); Protease', 'EC 3.4.23.-); Reverse transcriptase/ribonuclease H', 'EC 2.7.7.49', 'EC 2.7.7.7', 'EC 3.1.26.4); Integrase', 'EC 2.7.7.-', 'EC 3.1.-.-)]']	['InterPro:IPR000477', 'InterPro:IPR000721', 'InterPro:IPR001037', 'InterPro:IPR001584', 'InterPro:IPR001878', 'InterPro:IPR001969', 'InterPro:IPR001995', 'InterPro:IPR002156', 'InterPro:IPR003308', 'InterPro:IPR003322', 'InterPro:IPR008916', 'InterPro:IPR008919', 'InterPro:IPR010661', 'InterPro:IPR010999', 'InterPro:IPR012337', 'InterPro:IPR017856', 'InterPro:IPR018061', 'InterPro:IPR021109', 'InterPro:IPR029054', 'InterPro:IPR033704', 'InterPro:IPR034170', 'InterPro:IPR036157', 'InterPro:IPR036397', 'InterPro:IPR036862', 'InterPro:IPR036875', 'InterPro:IPR038124', 'InterPro:IPR043128', 'InterPro:IPR043502', 'InterPro:IPR045345']
3	P26809	Friend murine leukemia virus (isolate FB29) (FrMLV)	['EC 3.4.23.-); Reverse transcriptase/ribonuclease H', 'EC 2.7.7.49', 'EC 2.7.7.7', 'EC 3.1.26.4); Integrase', 'EC 2.7.7.-', 'EC 3.1.-.-)]']	['InterPro:IPR000477', 'InterPro:IPR000840', 'InterPro:IPR001584', 'InterPro:IPR001878', 'InterPro:IPR001969', 'InterPro:IPR001995', 'InterPro:IPR002079', 'InterPro:IPR002156', 'InterPro:IPR003036', 'InterPro:IPR008919', 'InterPro:IPR010999', 'InterPro:IPR012337', 'InterPro:IPR018061', 'InterPro:IPR021109', 'InterPro:IPR036397', 'InterPro:IPR036875', 'InterPro:IPR036946', 'InterPro:IPR039464', 'InterPro:IPR040643', 'InterPro:IPR041577', 'InterPro:IPR043128', 'InterPro:IPR043502']
