Entry	Organism	EC numbers	Interpro_ids	Org
P9WKJ1	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	3.1.3.11	['InterPro:IPR000760', 'InterPro:IPR020583']	Mycobacterium tuberculosis
P9WKJ1	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	3.1.3.25	['InterPro:IPR000760', 'InterPro:IPR020583']	Mycobacterium tuberculosis
Q6MWZ7	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	3.1.3.2	['InterPro:IPR013078', 'InterPro:IPR029033']	Mycobacterium tuberculosis
Q6MWZ7	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	3.1.3.11	['InterPro:IPR013078', 'InterPro:IPR029033']	Mycobacterium tuberculosis
P9WKJ0	Mycobacterium tuberculosis (strain CDC 1551 / Oshkosh)	3.1.3.7	['InterPro:IPR000760', 'InterPro:IPR020583']	Mycobacterium tuberculosis
P9WKJ0	Mycobacterium tuberculosis (strain CDC 1551 / Oshkosh)	3.1.3.11	['InterPro:IPR000760', 'InterPro:IPR020583']	Mycobacterium tuberculosis
P9WKJ0	Mycobacterium tuberculosis (strain CDC 1551 / Oshkosh)	3.1.3.25	['InterPro:IPR000760', 'InterPro:IPR020583']	Mycobacterium tuberculosis
P65164	Mycobacterium bovis (strain ATCC BAA-935 / AF2122/97)	3.1.3.7	['InterPro:IPR000760', 'InterPro:IPR020583']	Mycobacterium bovis
P65164	Mycobacterium bovis (strain ATCC BAA-935 / AF2122/97)	3.1.3.11	['InterPro:IPR000760', 'InterPro:IPR020583']	Mycobacterium bovis
P65164	Mycobacterium bovis (strain ATCC BAA-935 / AF2122/97)	3.1.3.25	['InterPro:IPR000760', 'InterPro:IPR020583']	Mycobacterium bovis
A5WLC4	Mycobacterium tuberculosis (strain F11)	3.1.3.11	['InterPro:IPR004464']	Mycobacterium tuberculosis
P9WN20	Mycobacterium tuberculosis (strain CDC 1551 / Oshkosh)	3.1.3.11	['InterPro:IPR004464']	Mycobacterium tuberculosis
A5U1E6	Mycobacterium tuberculosis (strain ATCC 25177 / H37Ra)	3.1.3.11	['InterPro:IPR004464']	Mycobacterium tuberculosis
C6DV63	Mycobacterium tuberculosis (strain KZN 1435 / MDR)	3.1.3.11	['InterPro:IPR004464']	Mycobacterium tuberculosis
A1KHN9	Mycobacterium bovis (strain BCG / Pasteur 1173P2)	3.1.3.11	['InterPro:IPR004464']	Mycobacterium bovis
Q51390	Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1)	2.7.1.30	['InterPro:IPR000577', 'InterPro:IPR005999', 'InterPro:IPR018483', 'InterPro:IPR018484', 'InterPro:IPR018485', 'InterPro:IPR043129']	Pseudomonas aeruginosa
Q9HY41	Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1)	2.7.1.30	['InterPro:IPR000577', 'InterPro:IPR005999', 'InterPro:IPR018483', 'InterPro:IPR018484', 'InterPro:IPR018485', 'InterPro:IPR043129']	Pseudomonas aeruginosa
A4XXN1	Pseudomonas mendocina (strain ymp)	2.7.1.30	['InterPro:IPR000577', 'InterPro:IPR005999', 'InterPro:IPR018483', 'InterPro:IPR018484', 'InterPro:IPR018485', 'InterPro:IPR043129']	Pseudomonas mendocina
O69077	Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1)	2.7.2.4	['InterPro:IPR001048', 'InterPro:IPR001341', 'InterPro:IPR002912', 'InterPro:IPR005260', 'InterPro:IPR018042', 'InterPro:IPR027795', 'InterPro:IPR036393', 'InterPro:IPR041740', 'InterPro:IPR045865']	Pseudomonas aeruginosa
Q9HU73	Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1)	3.1.3.11	['InterPro:IPR000146', 'InterPro:IPR028343', 'InterPro:IPR033391', 'InterPro:IPR044015']	Pseudomonas aeruginosa
A4XPL2	Pseudomonas mendocina (strain ymp)	3.1.3.11	['InterPro:IPR000146', 'InterPro:IPR028343', 'InterPro:IPR033391', 'InterPro:IPR044015']	Pseudomonas mendocina
A6VDM7	Pseudomonas aeruginosa (strain PA7)	3.1.3.11	['InterPro:IPR000146', 'InterPro:IPR028343', 'InterPro:IPR033391', 'InterPro:IPR044015']	Pseudomonas aeruginosa
B7V3K3	Pseudomonas aeruginosa (strain LESB58)	3.1.3.11	['InterPro:IPR000146', 'InterPro:IPR028343', 'InterPro:IPR033391', 'InterPro:IPR044015']	Pseudomonas aeruginosa
Q02EQ6	Pseudomonas aeruginosa (strain UCBPP-PA14)	3.1.3.11	['InterPro:IPR000146', 'InterPro:IPR028343', 'InterPro:IPR033391', 'InterPro:IPR044015']	Pseudomonas aeruginosa
Q8ZQU2	Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720)	1.3.5.1	['InterPro:IPR001041', 'InterPro:IPR004489', 'InterPro:IPR009051', 'InterPro:IPR012675', 'InterPro:IPR017896', 'InterPro:IPR017900', 'InterPro:IPR025192', 'InterPro:IPR036010']	Salmonella typhimurium
Q8ZQU3	Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720)	1.3.5.1	['InterPro:IPR003952', 'InterPro:IPR003953', 'InterPro:IPR011281', 'InterPro:IPR014006', 'InterPro:IPR015939', 'InterPro:IPR027477', 'InterPro:IPR030664', 'InterPro:IPR036188', 'InterPro:IPR037099']	Salmonella typhimurium
P40811	Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720)	2.2.1.6	['InterPro:IPR000399', 'InterPro:IPR011766', 'InterPro:IPR012000', 'InterPro:IPR012001', 'InterPro:IPR012846', 'InterPro:IPR029035', 'InterPro:IPR029061', 'InterPro:IPR039368', 'InterPro:IPR045229']	Salmonella typhimurium
P21622	Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720)	2.2.1.6	['InterPro:IPR002912', 'InterPro:IPR004789', 'InterPro:IPR019455', 'InterPro:IPR027271', 'InterPro:IPR039557', 'InterPro:IPR045865']	Salmonella typhimurium
P65692	Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720)	2.7.1.11	['InterPro:IPR000023', 'InterPro:IPR012003', 'InterPro:IPR012828', 'InterPro:IPR015912', 'InterPro:IPR022953', 'InterPro:IPR035966']	Salmonella typhimurium
P65693	Salmonella typhi	2.7.1.11	['InterPro:IPR000023', 'InterPro:IPR012003', 'InterPro:IPR012828', 'InterPro:IPR015912', 'InterPro:IPR022953', 'InterPro:IPR035966']	Salmonella typhi
B5F0P6	Salmonella agona (strain SL483)	2.7.1.11	['InterPro:IPR000023', 'InterPro:IPR012003', 'InterPro:IPR012828', 'InterPro:IPR015912', 'InterPro:IPR022953', 'InterPro:IPR035966']	Salmonella agona
B4TCK0	Salmonella heidelberg (strain SL476)	2.7.1.11	['InterPro:IPR000023', 'InterPro:IPR012003', 'InterPro:IPR012828', 'InterPro:IPR015912', 'InterPro:IPR022953', 'InterPro:IPR035966']	Salmonella heidelberg
B4TPS6	Salmonella schwarzengrund (strain CVM19633)	2.7.1.11	['InterPro:IPR000023', 'InterPro:IPR012003', 'InterPro:IPR012828', 'InterPro:IPR015912', 'InterPro:IPR022953', 'InterPro:IPR035966']	Salmonella schwarzengrund
C0Q414	Salmonella paratyphi C (strain RKS4594)	2.7.1.11	['InterPro:IPR000023', 'InterPro:IPR012003', 'InterPro:IPR012828', 'InterPro:IPR015912', 'InterPro:IPR022953', 'InterPro:IPR035966']	Salmonella paratyphi
B4T049	Salmonella newport (strain SL254)	2.7.1.11	['InterPro:IPR000023', 'InterPro:IPR012003', 'InterPro:IPR012828', 'InterPro:IPR015912', 'InterPro:IPR022953', 'InterPro:IPR035966']	Salmonella newport
Q57HF3	Salmonella choleraesuis (strain SC-B67)	2.7.1.11	['InterPro:IPR000023', 'InterPro:IPR012003', 'InterPro:IPR012828', 'InterPro:IPR015912', 'InterPro:IPR022953', 'InterPro:IPR035966']	Salmonella choleraesuis
A9MZE7	Salmonella paratyphi B (strain ATCC BAA-1250 / SPB7)	2.7.1.11	['InterPro:IPR000023', 'InterPro:IPR012003', 'InterPro:IPR012828', 'InterPro:IPR015912', 'InterPro:IPR022953', 'InterPro:IPR035966']	Salmonella paratyphi
A9MI50	Salmonella arizonae (strain ATCC BAA-731 / CDC346-86 / RSK2980)	2.7.1.11	['InterPro:IPR000023', 'InterPro:IPR012003', 'InterPro:IPR012828', 'InterPro:IPR015912', 'InterPro:IPR022953', 'InterPro:IPR035966']	Salmonella arizonae
Q8Z2Y6	Salmonella typhi	2.7.1.30	['InterPro:IPR000577', 'InterPro:IPR005999', 'InterPro:IPR018483', 'InterPro:IPR018484', 'InterPro:IPR018485', 'InterPro:IPR043129']	Salmonella typhi
B4TCM2	Salmonella heidelberg (strain SL476)	2.7.1.30	['InterPro:IPR000577', 'InterPro:IPR005999', 'InterPro:IPR018483', 'InterPro:IPR018484', 'InterPro:IPR018485', 'InterPro:IPR043129']	Salmonella heidelberg
B4TPU7	Salmonella schwarzengrund (strain CVM19633)	2.7.1.30	['InterPro:IPR000577', 'InterPro:IPR005999', 'InterPro:IPR018483', 'InterPro:IPR018484', 'InterPro:IPR018485', 'InterPro:IPR043129']	Salmonella schwarzengrund
B5F0R7	Salmonella agona (strain SL483)	2.7.1.30	['InterPro:IPR000577', 'InterPro:IPR005999', 'InterPro:IPR018483', 'InterPro:IPR018484', 'InterPro:IPR018485', 'InterPro:IPR043129']	Salmonella agona
C0Q436	Salmonella paratyphi C (strain RKS4594)	2.7.1.30	['InterPro:IPR000577', 'InterPro:IPR005999', 'InterPro:IPR018483', 'InterPro:IPR018484', 'InterPro:IPR018485', 'InterPro:IPR043129']	Salmonella paratyphi
B4T0T2	Salmonella newport (strain SL254)	2.7.1.30	['InterPro:IPR000577', 'InterPro:IPR005999', 'InterPro:IPR018483', 'InterPro:IPR018484', 'InterPro:IPR018485', 'InterPro:IPR043129']	Salmonella newport
Q57HD1	Salmonella choleraesuis (strain SC-B67)	2.7.1.30	['InterPro:IPR000577', 'InterPro:IPR005999', 'InterPro:IPR018483', 'InterPro:IPR018484', 'InterPro:IPR018485', 'InterPro:IPR043129']	Salmonella choleraesuis
A9MZH4	Salmonella paratyphi B (strain ATCC BAA-1250 / SPB7)	2.7.1.30	['InterPro:IPR000577', 'InterPro:IPR005999', 'InterPro:IPR018483', 'InterPro:IPR018484', 'InterPro:IPR018485', 'InterPro:IPR043129']	Salmonella paratyphi
A9MI40	Salmonella arizonae (strain ATCC BAA-731 / CDC346-86 / RSK2980)	2.7.1.30	['InterPro:IPR000577', 'InterPro:IPR005999', 'InterPro:IPR018483', 'InterPro:IPR018484', 'InterPro:IPR018485', 'InterPro:IPR043129']	Salmonella arizonae
B5FPT4	Salmonella dublin (strain CT_02021853)	2.7.1.30	['InterPro:IPR000577', 'InterPro:IPR005999', 'InterPro:IPR018483', 'InterPro:IPR018484', 'InterPro:IPR018485', 'InterPro:IPR043129']	Salmonella dublin
P77983	Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720)	2.7.1.40	['InterPro:IPR001697', 'InterPro:IPR011037', 'InterPro:IPR015793', 'InterPro:IPR015795', 'InterPro:IPR015806', 'InterPro:IPR015813', 'InterPro:IPR018209', 'InterPro:IPR036918', 'InterPro:IPR040442']	Salmonella typhimurium
Q8ZNW0	Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720)	2.7.1.40	['InterPro:IPR001697', 'InterPro:IPR011037', 'InterPro:IPR015793', 'InterPro:IPR015795', 'InterPro:IPR015806', 'InterPro:IPR015813', 'InterPro:IPR018209', 'InterPro:IPR036918', 'InterPro:IPR040442']	Salmonella typhimurium
Q8Z6K2	Salmonella typhi	2.7.1.40	['InterPro:IPR001697', 'InterPro:IPR011037', 'InterPro:IPR015793', 'InterPro:IPR015795', 'InterPro:IPR015806', 'InterPro:IPR015813', 'InterPro:IPR018209', 'InterPro:IPR036918', 'InterPro:IPR040442']	Salmonella typhi
Q8Z233	Salmonella typhi	2.7.7.27	['InterPro:IPR005835', 'InterPro:IPR005836', 'InterPro:IPR011004', 'InterPro:IPR011831', 'InterPro:IPR023049', 'InterPro:IPR029044']	Salmonella typhi
B4T868	Salmonella heidelberg (strain SL476)	2.7.7.27	['InterPro:IPR005835', 'InterPro:IPR005836', 'InterPro:IPR011004', 'InterPro:IPR011831', 'InterPro:IPR023049', 'InterPro:IPR029044']	Salmonella heidelberg
B5F8Q2	Salmonella agona (strain SL483)	2.7.7.27	['InterPro:IPR005835', 'InterPro:IPR005836', 'InterPro:IPR011004', 'InterPro:IPR011831', 'InterPro:IPR023049', 'InterPro:IPR029044']	Salmonella agona
B4TY87	Salmonella schwarzengrund (strain CVM19633)	2.7.7.27	['InterPro:IPR005835', 'InterPro:IPR005836', 'InterPro:IPR011004', 'InterPro:IPR011831', 'InterPro:IPR023049', 'InterPro:IPR029044']	Salmonella schwarzengrund
C0Q0L0	Salmonella paratyphi C (strain RKS4594)	2.7.7.27	['InterPro:IPR005835', 'InterPro:IPR005836', 'InterPro:IPR011004', 'InterPro:IPR011831', 'InterPro:IPR023049', 'InterPro:IPR029044']	Salmonella paratyphi
B4SVN3	Salmonella newport (strain SL254)	2.7.7.27	['InterPro:IPR005835', 'InterPro:IPR005836', 'InterPro:IPR011004', 'InterPro:IPR011831', 'InterPro:IPR023049', 'InterPro:IPR029044']	Salmonella newport
Q57IU0	Salmonella choleraesuis (strain SC-B67)	2.7.7.27	['InterPro:IPR005835', 'InterPro:IPR005836', 'InterPro:IPR011004', 'InterPro:IPR011831', 'InterPro:IPR023049', 'InterPro:IPR029044']	Salmonella choleraesuis
A9MTV2	Salmonella paratyphi B (strain ATCC BAA-1250 / SPB7)	2.7.7.27	['InterPro:IPR005835', 'InterPro:IPR005836', 'InterPro:IPR011004', 'InterPro:IPR011831', 'InterPro:IPR023049', 'InterPro:IPR029044']	Salmonella paratyphi
A9MMA2	Salmonella arizonae (strain ATCC BAA-731 / CDC346-86 / RSK2980)	2.7.7.27	['InterPro:IPR005835', 'InterPro:IPR005836', 'InterPro:IPR011004', 'InterPro:IPR011831', 'InterPro:IPR023049', 'InterPro:IPR029044']	Salmonella arizonae
B5R395	Salmonella enteritidis PT4 (strain P125109)	2.7.7.27	['InterPro:IPR005835', 'InterPro:IPR005836', 'InterPro:IPR011004', 'InterPro:IPR011831', 'InterPro:IPR023049', 'InterPro:IPR029044']	Salmonella enteritidis
Q8Z146	Salmonella typhi	3.1.3.11	['InterPro:IPR000146', 'InterPro:IPR020548', 'InterPro:IPR028343', 'InterPro:IPR033391', 'InterPro:IPR044015']	Salmonella typhi
A9MEY3	Salmonella arizonae (strain ATCC BAA-731 / CDC346-86 / RSK2980)	3.1.3.11	['InterPro:IPR000146', 'InterPro:IPR020548', 'InterPro:IPR028343', 'InterPro:IPR033391', 'InterPro:IPR044015']	Salmonella arizonae
Q8ZK67	Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720)	3.1.3.11	['InterPro:IPR000146', 'InterPro:IPR020548', 'InterPro:IPR028343', 'InterPro:IPR033391', 'InterPro:IPR044015']	Salmonella typhimurium
B4TFG0	Salmonella heidelberg (strain SL476)	3.1.3.11	['InterPro:IPR000146', 'InterPro:IPR020548', 'InterPro:IPR028343', 'InterPro:IPR033391', 'InterPro:IPR044015']	Salmonella heidelberg
B4TT57	Salmonella schwarzengrund (strain CVM19633)	3.1.3.11	['InterPro:IPR000146', 'InterPro:IPR020548', 'InterPro:IPR028343', 'InterPro:IPR033391', 'InterPro:IPR044015']	Salmonella schwarzengrund
B5F3E2	Salmonella agona (strain SL483)	3.1.3.11	['InterPro:IPR000146', 'InterPro:IPR020548', 'InterPro:IPR028343', 'InterPro:IPR033391', 'InterPro:IPR044015']	Salmonella agona
Q57GG7	Salmonella choleraesuis (strain SC-B67)	3.1.3.11	['InterPro:IPR000146', 'InterPro:IPR020548', 'InterPro:IPR028343', 'InterPro:IPR033391', 'InterPro:IPR044015']	Salmonella choleraesuis
B4T3H9	Salmonella newport (strain SL254)	3.1.3.11	['InterPro:IPR000146', 'InterPro:IPR020548', 'InterPro:IPR028343', 'InterPro:IPR033391', 'InterPro:IPR044015']	Salmonella newport
A9N548	Salmonella paratyphi B (strain ATCC BAA-1250 / SPB7)	3.1.3.11	['InterPro:IPR000146', 'InterPro:IPR020548', 'InterPro:IPR028343', 'InterPro:IPR033391', 'InterPro:IPR044015']	Salmonella paratyphi
B5R0U4	Salmonella enteritidis PT4 (strain P125109)	3.1.3.11	['InterPro:IPR000146', 'InterPro:IPR020548', 'InterPro:IPR028343', 'InterPro:IPR033391', 'InterPro:IPR044015']	Salmonella enteritidis
P46275	Pisum sativum (Garden pea)	3.1.3.11	['InterPro:IPR000146', 'InterPro:IPR020548', 'InterPro:IPR028343', 'InterPro:IPR033391', 'InterPro:IPR044015']	Pisum sativum
Q8RW99	Pisum sativum (Garden pea)	3.1.3.11	['InterPro:IPR000146', 'InterPro:IPR020548', 'InterPro:IPR028343', 'InterPro:IPR033391', 'InterPro:IPR044015']	Pisum sativum
B0KUG0	Pseudomonas putida (strain GB-1)	2.7.1.30	['InterPro:IPR000577', 'InterPro:IPR005999', 'InterPro:IPR018483', 'InterPro:IPR018484', 'InterPro:IPR018485', 'InterPro:IPR043129']	Pseudomonas putida
A5VZG7	Pseudomonas putida (strain ATCC 700007 / DSM 6899 / BCRC 17059 / F1)	2.7.1.30	['InterPro:IPR000577', 'InterPro:IPR005999', 'InterPro:IPR018483', 'InterPro:IPR018484', 'InterPro:IPR018485', 'InterPro:IPR043129']	Pseudomonas putida
Q88NX8	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	2.7.1.30	['InterPro:IPR000577', 'InterPro:IPR005999', 'InterPro:IPR018483', 'InterPro:IPR018484', 'InterPro:IPR018485', 'InterPro:IPR043129']	Pseudomonas putida
Q88EI9	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	2.7.2.4	['InterPro:IPR001048', 'InterPro:IPR001341', 'InterPro:IPR002912', 'InterPro:IPR005260', 'InterPro:IPR018042', 'InterPro:IPR027795', 'InterPro:IPR036393', 'InterPro:IPR041740', 'InterPro:IPR045865']	Pseudomonas putida
B0KM65	Pseudomonas putida (strain GB-1)	3.1.3.11	['InterPro:IPR000146', 'InterPro:IPR028343', 'InterPro:IPR033391', 'InterPro:IPR044015']	Pseudomonas putida
Q88CY9	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	3.1.3.11	['InterPro:IPR000146', 'InterPro:IPR028343', 'InterPro:IPR033391', 'InterPro:IPR044015']	Pseudomonas putida
B1J2P7	Pseudomonas putida (strain W619)	3.1.3.11	['InterPro:IPR000146', 'InterPro:IPR028343', 'InterPro:IPR033391', 'InterPro:IPR044015']	Pseudomonas putida
A5WA74	Pseudomonas putida (strain ATCC 700007 / DSM 6899 / BCRC 17059 / F1)	3.1.3.11	['InterPro:IPR000146', 'InterPro:IPR028343', 'InterPro:IPR033391', 'InterPro:IPR044015']	Pseudomonas putida
Q42806	Glycine max (Soybean) (Glycine hispida)	2.7.1.40	['InterPro:IPR001697', 'InterPro:IPR011037', 'InterPro:IPR015793', 'InterPro:IPR015795', 'InterPro:IPR015806', 'InterPro:IPR015813', 'InterPro:IPR018209', 'InterPro:IPR036918', 'InterPro:IPR040442']	Glycine max
Q42796	Glycine max (Soybean) (Glycine hispida)	3.1.3.11	['InterPro:IPR000146', 'InterPro:IPR028343', 'InterPro:IPR033391', 'InterPro:IPR044015']	Glycine max
Q7RVA8	Neurospora crassa (strain ATCC 24698 / 74-OR23-1A / CBS 708.71 / DSM 1257 / FGSC 987)	2.7.1.40	['InterPro:IPR001697', 'InterPro:IPR011037', 'InterPro:IPR015793', 'InterPro:IPR015795', 'InterPro:IPR015806', 'InterPro:IPR015813', 'InterPro:IPR018209', 'InterPro:IPR036918', 'InterPro:IPR040442']	Neurospora crassa
Q92407	Aspergillus niger	2.7.1.2	['InterPro:IPR001312', 'InterPro:IPR019807', 'InterPro:IPR022672', 'InterPro:IPR022673', 'InterPro:IPR043129']	Aspergillus niger
Q92407	Aspergillus niger	2.7.1.1	['InterPro:IPR001312', 'InterPro:IPR019807', 'InterPro:IPR022672', 'InterPro:IPR022673', 'InterPro:IPR043129']	Aspergillus niger
P78985	Aspergillus niger	2.7.1.11	['InterPro:IPR000023', 'InterPro:IPR009161', 'InterPro:IPR015912', 'InterPro:IPR022953', 'InterPro:IPR035966']	Aspergillus niger
Q12669	Aspergillus niger	2.7.1.40	['InterPro:IPR001697', 'InterPro:IPR011037', 'InterPro:IPR015793', 'InterPro:IPR015795', 'InterPro:IPR015806', 'InterPro:IPR015813', 'InterPro:IPR018209', 'InterPro:IPR036918', 'InterPro:IPR040442']	Aspergillus niger
Q9HES8	Aspergillus niger	6.4.1.1	['InterPro:IPR000089', 'InterPro:IPR000891', 'InterPro:IPR001882', 'InterPro:IPR003379', 'InterPro:IPR005479', 'InterPro:IPR005481', 'InterPro:IPR005482', 'InterPro:IPR005930', 'InterPro:IPR011053', 'InterPro:IPR011054', 'InterPro:IPR011761', 'InterPro:IPR011764', 'InterPro:IPR013785', 'InterPro:IPR016185']	Aspergillus niger
Q6H4G3	Oryza sativa subsp. japonica (Rice)	1.3.5.1	['InterPro:IPR004489', 'InterPro:IPR006058', 'InterPro:IPR009051', 'InterPro:IPR012675', 'InterPro:IPR017896', 'InterPro:IPR017900', 'InterPro:IPR025192', 'InterPro:IPR036010']	Oryza sativa
Q6ZDY8	Oryza sativa subsp. japonica (Rice)	1.3.5.1	['InterPro:IPR003952', 'InterPro:IPR003953', 'InterPro:IPR011281', 'InterPro:IPR014006', 'InterPro:IPR015939', 'InterPro:IPR027477', 'InterPro:IPR030664', 'InterPro:IPR036188', 'InterPro:IPR037099']	Oryza sativa
Q9S827	Oryza sativa subsp. japonica (Rice)	1.3.5.1	['InterPro:IPR001041', 'InterPro:IPR004489', 'InterPro:IPR006058', 'InterPro:IPR009051', 'InterPro:IPR012675', 'InterPro:IPR017896', 'InterPro:IPR017900', 'InterPro:IPR025192', 'InterPro:IPR036010']	Oryza sativa
Q6K2E8	Oryza sativa subsp. japonica (Rice)	2.2.1.6	['InterPro:IPR011766', 'InterPro:IPR012000', 'InterPro:IPR012001', 'InterPro:IPR012846', 'InterPro:IPR029035', 'InterPro:IPR029061', 'InterPro:IPR039368', 'InterPro:IPR045229']	Oryza sativa
Q7XKQ8	Oryza sativa subsp. japonica (Rice)	2.2.1.6	['InterPro:IPR011766', 'InterPro:IPR012000', 'InterPro:IPR012001', 'InterPro:IPR012846', 'InterPro:IPR029035', 'InterPro:IPR029061', 'InterPro:IPR039368', 'InterPro:IPR045229']	Oryza sativa
Q2KNB7	Oryza sativa subsp. japonica (Rice)	2.7.1.1	['InterPro:IPR001312', 'InterPro:IPR022672', 'InterPro:IPR022673', 'InterPro:IPR043129']	Oryza sativa
Q2KNB4	Oryza sativa subsp. japonica (Rice)	2.7.1.1	['InterPro:IPR001312', 'InterPro:IPR019807', 'InterPro:IPR022672', 'InterPro:IPR022673', 'InterPro:IPR043129']	Oryza sativa
Q2KNB5	Oryza sativa subsp. japonica (Rice)	2.7.1.1	['InterPro:IPR001312', 'InterPro:IPR019807', 'InterPro:IPR022672', 'InterPro:IPR022673', 'InterPro:IPR043129']	Oryza sativa
Q8LQ68	Oryza sativa subsp. japonica (Rice)	2.7.1.1	['InterPro:IPR001312', 'InterPro:IPR019807', 'InterPro:IPR022672', 'InterPro:IPR022673', 'InterPro:IPR043129']	Oryza sativa
Q1WM15	Oryza sativa subsp. japonica (Rice)	2.7.1.1	['InterPro:IPR001312', 'InterPro:IPR022672', 'InterPro:IPR022673', 'InterPro:IPR043129']	Oryza sativa
Q1WM16	Oryza sativa subsp. japonica (Rice)	2.7.1.1	['InterPro:IPR001312', 'InterPro:IPR022672', 'InterPro:IPR022673', 'InterPro:IPR043129']	Oryza sativa
Q2KNB9	Oryza sativa subsp. japonica (Rice)	2.7.1.1	['InterPro:IPR001312', 'InterPro:IPR022672', 'InterPro:IPR022673', 'InterPro:IPR043129']	Oryza sativa
Q5W676	Oryza sativa subsp. japonica (Rice)	2.7.1.1	['InterPro:IPR001312', 'InterPro:IPR019807', 'InterPro:IPR022672', 'InterPro:IPR022673', 'InterPro:IPR043129']	Oryza sativa
Q6Z398	Oryza sativa subsp. japonica (Rice)	2.7.1.1	['InterPro:IPR001312', 'InterPro:IPR019807', 'InterPro:IPR022672', 'InterPro:IPR022673', 'InterPro:IPR043129']	Oryza sativa
Q8LH82	Oryza sativa subsp. japonica (Rice)	2.7.1.1	['InterPro:IPR001312', 'InterPro:IPR022672', 'InterPro:IPR022673', 'InterPro:IPR043129']	Oryza sativa
Q2RAK2	Oryza sativa subsp. japonica (Rice)	2.7.1.40	['InterPro:IPR001697', 'InterPro:IPR011037', 'InterPro:IPR015793', 'InterPro:IPR015795', 'InterPro:IPR015806', 'InterPro:IPR015813', 'InterPro:IPR036918', 'InterPro:IPR040442']	Oryza sativa
Q2QXR8	Oryza sativa subsp. japonica (Rice)	2.7.1.40	['InterPro:IPR001697', 'InterPro:IPR011037', 'InterPro:IPR015793', 'InterPro:IPR015795', 'InterPro:IPR015806', 'InterPro:IPR015813', 'InterPro:IPR036918', 'InterPro:IPR040442']	Oryza sativa
B8BJ39	Oryza sativa subsp. indica (Rice)	2.7.1.40	['InterPro:IPR001697', 'InterPro:IPR011037', 'InterPro:IPR015793', 'InterPro:IPR015795', 'InterPro:IPR015806', 'InterPro:IPR015813', 'InterPro:IPR036918', 'InterPro:IPR040442']	Oryza sativa
B8BM17	Oryza sativa subsp. indica (Rice)	2.7.1.40	['InterPro:IPR001697', 'InterPro:IPR011037', 'InterPro:IPR015793', 'InterPro:IPR015795', 'InterPro:IPR015806', 'InterPro:IPR015813', 'InterPro:IPR036918', 'InterPro:IPR040442']	Oryza sativa
